kepid,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
11153121,CONFIRMED,CANDIDATE,0.999,14.97031664,8.269E-05,-8.269E-05,134.50507,0.00411,-0.00411,2454967.505,0.00411,-0.00411,0.352,0.112,-0.352,5.884,0.124,-0.124,290.5,10.7,-10.7,2.53,0.39,-0.54,883,,,143.33,63.6,-60.79,28.9,5726,114,-103,4.123,0.182,-0.098,1.483,0.23,-0.316,298.29495,48.775459,14.167
11153121,CONFIRMED,CANDIDATE,0.987,32.2753853,0.000541,-0.000541,149.046,0.014,-0.014,2454982.046,0.014,-0.014,0.608,0.348,-0.386,8.622,0.569,-0.569,223.9,15.2,-15.2,2.31,0.35,-0.5,683,,,51.5,22.85,-21.84,17.9,5726,114,-103,4.123,0.182,-0.098,1.483,0.23,-0.316,298.29495,48.775459,14.167
11177543,CONFIRMED,CANDIDATE,0.994,38.3262237,0.000273,-0.000273,142.08401,0.00519,-0.00519,2454975.084,0.00519,-0.00519,0.963,0.001,-0.698,3.073,0.123,-0.123,392.1,30.2,-30.2,2.43,0.15,-0.24,480,,,12.56,2.47,-2.92,15,5229,78,-78,4.441,0.105,-0.042,0.903,0.056,-0.088,284.13263,48.825119,14.31
11337141,CONFIRMED,CANDIDATE,0.992,4.04355245,1.255E-05,-1.255E-05,131.62995,0.00265,-0.00265,2454964.63,0.00265,-0.00265,0.984,0.049,-0.705,1.965,0.16,-0.16,416.2,22,-22,1.75,0.14,-0.09,613,,,33.34,8.66,-5.82,21.2,3871,77,-84,4.744,0.021,-0.053,0.532,0.042,-0.027,284.13287,49.142609,14.963
3967760,CONFIRMED,CANDIDATE,0.677,5.52418625,2.365E-05,-2.365E-05,135.62306,0.00334,-0.00334,2454968.623,0.00334,-0.00334,0.492,0.449,-0.286,2.826,0.111,-0.111,491,26.1,-26.1,2.25,0.27,-0.29,976,,,214.86,69.72,-61.83,20.7,5334,79,-79,4.372,0.132,-0.099,1.004,0.118,-0.131,294.94388,39.032059,15.377
3967760,CONFIRMED,CANDIDATE,0.972,8.77514782,6.131E-05,-6.131E-05,133.70319,0.0057,-0.0057,2454966.703,0.0057,-0.0057,0.504,0.445,-0.296,3.176,0.188,-0.188,351.9,30.5,-30.5,1.91,0.23,-0.25,837,,,115.84,37.59,-33.33,12.7,5334,79,-79,4.372,0.132,-0.099,1.004,0.118,-0.131,294.94388,39.032059,15.377
7549209,CONFIRMED,CANDIDATE,1,27.5071114,0.0001724,-0.0001724,151.84775,0.00489,-0.00489,2454984.848,0.00489,-0.00489,0.918,0.009,-0.65,5.907,0.157,-0.157,580.7,21.4,-21.4,2.58,0.81,-0.26,569,,,24.71,22.93,-6.96,30.7,5783,157,-175,4.539,0.037,-0.212,0.88,0.278,-0.087,297.3013,43.141891,15.219
7663405,CONFIRMED,CANDIDATE,1,5.1443645,2.237E-05,-2.237E-05,133.83044,0.00319,-0.00319,2454966.83,0.00319,-0.00319,0.031,0.43,-0.031,2.703,0.107,-0.107,310.7,17.6,-17.6,1.55,0.11,-0.15,923,,,171.63,37.18,-40.68,20.2,5157,77,-84,4.445,0.091,-0.049,0.904,0.064,-0.088,283.47818,43.383781,15.369
9765975,CONFIRMED,CANDIDATE,1,18.45848388,4.882E-05,-4.882E-05,138.1635,0.00223,-0.00223,2454971.163,0.00223,-0.00223,0.832,0.009,-0.588,3.3703,0.0684,-0.0684,535.3,15,-15,2.5,0.21,-0.26,632,,,37.81,9.65,-9.14,41.5,5311,85,-74,4.419,0.111,-0.06,0.948,0.081,-0.099,289.85913,46.522671,14.516
9818462,CONFIRMED,CANDIDATE,1,25.9421582,0.0001126,-0.0001126,156.18894,0.0033,-0.0033,2454989.189,0.0033,-0.0033,0.577,0.295,-0.372,4.045,0.104,-0.104,569.7,20.3,-20.3,1.95,0.16,-0.07,501,,,14.85,3.69,-1.89,31.6,5167,82,-82,4.585,0.013,-0.081,0.796,0.066,-0.028,285.2962,46.603439,14.817
6803202,CONFIRMED,CANDIDATE,1,21.06075303,5.702E-05,-5.702E-05,143.59983,0.00227,-0.00227,2454976.6,0.00227,-0.00227,0.176,0.25,-0.176,5.2472,0.0663,-0.0663,301.2,6.3,-6.3,1.78,0.26,-0.21,669,,,47.39,19.64,-13.04,54.4,5706,114,-103,4.382,0.099,-0.11,1.034,0.148,-0.121,298.17722,42.237041,13.182
5299459,CONFIRMED,CANDIDATE,1,13.08424286,2.609E-05,-2.609E-05,132.63129,0.00157,-0.00157,2454965.631,0.00157,-0.00157,0.701,0.185,-0.475,3.0401,0.0549,-0.0549,662,14.4,-14.4,2.71,0.35,-0.23,739,,,70.51,26.87,-15.74,51.2,5511,110,0,4.426,0.081,-0.099,0.987,0.128,-0.085,297.79514,40.417709,14.072
9651668,CONFIRMED,CANDIDATE,0.995,2.684328541,8.2E-08,-8.2E-08,133.3548095,2.55E-05,-2.55E-05,2454966.355,2.55E-05,-2.55E-05,0.076,0.008,-0.053,2.69382,0.00073,-0.00073,18136,7.4,-7.4,12.73,1.6,-1.45,1265,,,603.57,202.56,-154.5,2833.1,5561,74,-74,4.411,0.11,-0.09,0.956,0.12,-0.109,292.85574,46.391178,14.29
12506770,CONFIRMED,CANDIDATE,1,2.806243488,7.519E-06,-7.519E-06,133.7314,0.00203,-0.00203,2454966.731,0.00203,-0.00203,0.043,0.41,-0.043,1.6271,0.0701,-0.0701,599.6,30.1,-30.1,1.41,0.06,-0.08,771,,,83.53,15.48,-14.77,22.4,4153,83,-91,4.684,0.023,-0.025,0.581,0.027,-0.03,289.29065,51.40889,15.988
11337372,CONFIRMED,CANDIDATE,1,6.53194024,2.283E-05,-2.283E-05,136.03223,0.00326,-0.00326,2454969.032,0.00326,-0.00326,0.83,0.049,-0.601,3.3351,0.0618,-0.0618,771.9,21.8,-21.8,3.09,0.3,-0.4,907,,,159.66,45.57,-45.69,39.6,5301,85,-74,4.391,0.13,-0.07,0.977,0.096,-0.128,284.29694,49.15868,15.28
11337833,CONFIRMED,CANDIDATE,0.994,51.3011844,0.0006021,-0.0006021,153.52571,0.00975,-0.00975,2454986.526,0.00975,-0.00975,0.003,0.463,-0.003,5.359,0.259,-0.259,498.9,30.1,-30.1,2.07,0.65,-0.17,492,,,13.86,12.72,-3.56,19.6,6032,162,-180,4.508,0.052,-0.208,0.929,0.291,-0.078,284.61621,49.190811,14.739
11547505,CONFIRMED,CANDIDATE,1,0.938466959,9.39E-07,-9.39E-07,135.600698,0.000797,-0.000797,2454968.601,0.000797,-0.000797,0.054,0.399,-0.054,1.3015,0.0284,-0.0284,217.4,4.9,-4.9,1.58,0.24,-0.24,1876,,,2919.17,1189.69,-929.75,54.4,5499,82,-74,4.323,0.15,-0.1,1.087,0.165,-0.165,284.73145,49.533192,13.757
11502867,CONFIRMED,CANDIDATE,1,3.217518511,1.75E-07,-1.75E-07,133.6320632,4.48E-05,-4.48E-05,2454966.632,4.48E-05,-4.48E-05,0.638,0.009,-0.01,2.11481,0.007,-0.007,14319,14.2,-14.2,11.38,1.51,-0.93,1185,,,464.73,164.49,-93.72,1287.4,5720,77,-77,4.473,0.063,-0.108,0.903,0.12,-0.074,289.43463,49.4734,14.835
9909735,CONFIRMED,CANDIDATE,1,4.66271902,1.486E-05,-1.486E-05,134.08296,0.00249,-0.00249,2454967.083,0.00249,-0.00249,0.485,0.003,-0.473,2.757,0.0917,-0.0917,1630.6,66.4,-66.4,3.86,0.64,-0.16,1039,,,274.98,126.59,-43.87,28.2,5729,103,-126,4.514,0.022,-0.127,0.939,0.156,-0.039,298.48282,46.793621,13.297
9909735,CONFIRMED,CANDIDATE,1,11.8150174,0.0001074,-0.0001074,133.08929,0.00698,-0.00698,2454966.089,0.00698,-0.00698,0.875,0.045,-0.61,2.834,0.227,-0.227,1003,107,-107,3.48,0.58,-0.14,762,,,79.66,36.67,-12.71,10.5,5729,103,-126,4.514,0.022,-0.127,0.939,0.156,-0.039,298.48282,46.793621,13.297
11551692,CONFIRMED,CANDIDATE,1,7.834433676,2.959E-06,-2.959E-06,135.222143,0.000296,-0.000296,2454968.222,0.000296,-0.000296,0.714,0.066,-0.488,2.89,0.0363,-0.0363,2018.1,8.6,-8.6,3.47,0.29,-0.1,689,,,53.33,14.22,-7.09,246.6,4920,98,-98,4.62,0.01,-0.059,0.72,0.059,-0.022,287.60559,49.523258,12.231
11551692,CONFIRMED,CANDIDATE,1,3.005156911,1.922E-06,-1.922E-06,137.103362,0.000515,-0.000515,2454970.103,0.000515,-0.000515,0.844,0.004,-0.585,2.0747,0.0267,-0.0267,691.6,6.7,-6.7,2.2,0.18,-0.07,949,,,191.27,51.01,-25.41,115.1,4920,98,-98,4.62,0.01,-0.059,0.72,0.059,-0.022,287.60559,49.523258,12.231
12266636,CONFIRMED,CANDIDATE,0.998,33.3856176,0.0001409,-0.0001409,148.92764,0.00308,-0.00308,2454981.928,0.00308,-0.00308,0.562,0.345,-0.345,5.0361,0.0934,-0.0934,553.2,15.9,-15.9,2.48,0.7,-0.37,580,,,26.73,22.11,-9.7,37.1,5833,157,-175,4.407,0.101,-0.188,1.022,0.288,-0.155,295.80658,50.909801,14.264
7869917,CONFIRMED,CANDIDATE,1,7.71467686,2.907E-05,-2.907E-05,133.55635,0.00331,-0.00331,2454966.556,0.00331,-0.00331,0.899,0.029,-0.662,4.5871,0.0726,-0.0726,233.9,7.6,-7.6,4.65,0.93,-1.52,1622,,,1636.72,987.17,-979.35,33.3,6900,184,-204,3.843,0.259,-0.111,2.599,0.523,-0.85,281.97125,43.672771,12.082
9824805,CONFIRMED,CANDIDATE,1,4.4444826,2.427E-05,-2.427E-05,133.46308,0.0049,-0.0049,2454966.463,0.0049,-0.0049,0.941,0.005,-0.715,3.686,0.131,-0.131,163,10.7,-10.7,1.71,0.5,-0.2,1217,,,518.45,451.7,-168.14,18,6240,174,-217,4.426,0.062,-0.188,1.079,0.318,-0.127,288.99258,46.67075,15.216
7939330,CONFIRMED,CANDIDATE,0.994,144.551628,0.002496,-0.002496,265.9401,0.0103,-0.0103,2455098.94,0.0103,-0.0103,0.887,0.055,-0.616,16.599,0.389,-0.389,1035.2,38.4,-38.4,3.06,0.71,-0.24,303,,,1.99,1.43,-0.47,27.1,5510,166,-149,4.572,0.038,-0.152,0.803,0.188,-0.063,282.43918,43.734482,15.481
12602568,CONFIRMED,CANDIDATE,1,8.04727721,2.89E-05,-2.89E-05,137.2073,0.0028,-0.0028,2454970.207,0.0028,-0.0028,0.937,0.018,-0.653,5.159,0.216,-0.216,486,15.1,-15.1,2.33,0.65,-0.22,855,,,126.56,102.29,-34.32,36.1,5840,145,-174,4.553,0.036,-0.192,0.849,0.238,-0.079,290.58685,51.69582,15.068
9941066,CONFIRMED,CANDIDATE,0.998,5.87063416,2.109E-05,-2.109E-05,137.24813,0.00277,-0.00277,2454970.248,0.00277,-0.00277,0.642,0.047,-0.476,2.5736,0.0913,-0.0913,505.6,25.3,-25.3,1.44,0.06,-0.07,616,,,33.99,6.11,-5.63,23.2,4166,83,-83,4.66,0.024,-0.022,0.612,0.027,-0.03,286.58539,46.87093,15.961
5972334,CONFIRMED,CANDIDATE,0.998,15.358767771,2.129E-06,-2.129E-06,132.385085,0.000114,-0.000114,2454965.385,0.000114,-0.000114,0.487,0.016,-0.031,4.1223,0.0157,-0.0157,14638,20.2,-20.2,10.89,1.11,-0.82,662,,,45.46,14.22,-9.61,812.6,5422,108,-108,4.484,0.063,-0.077,0.887,0.09,-0.067,295.28723,41.221958,14.991
4650733,CONFIRMED,CANDIDATE,1,29.5390897,0.000198,-0.000198,143.91607,0.00497,-0.00497,2454976.916,0.00497,-0.00497,0.213,0.224,-0.213,4.139,0.151,-0.151,403.3,25.1,-25.1,2.51,0.79,-0.28,714,,,61.49,55.58,-20.02,18.8,6572,160,-251,4.365,0.065,-0.208,1.238,0.39,-0.139,290.49316,39.785519,15.111
7831264,CONFIRMED,CANDIDATE,1,13.07141889,4.048E-05,-4.048E-05,144.44217,0.00259,-0.00259,2454977.442,0.00259,-0.00259,0.751,0.179,-0.517,3.0946,0.0725,-0.0725,251.1,8.4,-8.4,2.47,0.45,-0.44,964,,,203.87,105.33,-77.13,32,6122,136,-124,4.173,0.168,-0.112,1.439,0.257,-0.257,294.74207,43.536831,13.717
7691260,CONFIRMED,CANDIDATE,1,3.989544192,9.764E-06,-9.764E-06,134.0989,0.00199,-0.00199,2454967.099,0.00199,-0.00199,0.085,0.371,-0.085,1.591,0.068,-0.068,190,8.7,-8.7,0.93,0.14,-0.06,903,,,157.1,71.37,-35.82,26.2,5229,140,-155,4.643,0.03,-0.084,0.688,0.099,-0.046,294.6499,43.33559,14.083
9821454,CONFIRMED,CANDIDATE,1,17.9776037,0.000168,-0.000168,147.7515,0.00836,-0.00836,2454980.751,0.00836,-0.00836,0.721,0.063,-0.509,4.605,0.327,-0.327,213.9,12.2,-12.2,1.58,0.49,-0.17,752,,,75.61,68.67,-23.26,23.3,6296,169,-207,4.46,0.052,-0.221,1.006,0.312,-0.111,287.03952,46.640129,14.307
9821454,CONFIRMED,CANDIDATE,1,11.8693144,0.0001749,-0.0001749,137.721,0.013,-0.013,2454970.721,0.013,-0.013,0.73,0.222,-0.49,4.653,0.298,-0.298,101.9,8.4,-8.4,1.09,0.34,-0.12,864,,,131.58,119.52,-40.47,13.9,6296,169,-207,4.46,0.052,-0.221,1.006,0.312,-0.111,287.03952,46.640129,14.307
11954842,CONFIRMED,CANDIDATE,1,12.98494603,3.249E-05,-3.249E-05,139.78207,0.00203,-0.00203,2454972.782,0.00203,-0.00203,0.046,0.378,-0.046,3.4497,0.0649,-0.0649,257.2,7.6,-7.6,1.64,0.24,-0.19,818,,,105.74,43.23,-30.05,38.4,5948,107,-119,4.384,0.11,-0.11,1.025,0.149,-0.122,286.43365,50.300331,13.029
5470739,CONFIRMED,CANDIDATE,1,19.17893976,8.064E-05,-8.064E-05,139.74552,0.00284,-0.00284,2454972.746,0.00284,-0.00284,0.004,0.43,-0.004,5.144,0.105,-0.105,752.8,25.3,-25.3,2.4,0.71,-0.22,640,,,39.65,35.21,-10.7,34.3,5767,173,-173,4.538,0.035,-0.196,0.881,0.26,-0.081,297.48257,40.680779,15.401
10022908,CONFIRMED,CANDIDATE,1,6.99130452,1.449E-05,-1.449E-05,135.46291,0.00152,-0.00152,2454968.463,0.00152,-0.00152,0.74,0.166,-0.505,2.1568,0.057,-0.057,555.4,17.8,-17.8,1.95,0.15,-0.11,716,,,62.05,18.94,-12.47,36.3,4847,144,-129,4.606,0.02,-0.064,0.761,0.059,-0.043,296.17728,46.99902,14.94
5617854,CONFIRMED,CANDIDATE,1,3.517494725,3.791E-06,-3.791E-06,135.546724,0.000906,-0.000906,2454968.547,0.000906,-0.000906,0.742,0.081,-0.515,1.5639,0.0333,-0.0333,532.8,12,-12,1.42,0.07,-0.08,704,,,58.08,11.61,-10.45,52.6,4132,82,-91,4.699,0.025,-0.028,0.564,0.03,-0.03,291.15295,40.887489,14.699
4932442,CONFIRMED,CANDIDATE,0.993,6.93365167,4.111E-05,-4.111E-05,137.07375,0.00537,-0.00537,2454970.074,0.00537,-0.00537,0.904,0.041,-0.62,4.608,0.146,-0.146,119.6,6.4,-6.4,1.7,0.26,-0.31,1104,,,351.27,147.08,-134.72,20.1,5861,105,-117,4.212,0.176,-0.108,1.304,0.195,-0.238,294.17108,40.055168,14.042
5183357,CONFIRMED,CANDIDATE,0.989,61.0373591,0.0003231,-0.0003231,175.17671,0.0046,-0.0046,2455008.177,0.0046,-0.0046,0.071,0.366,-0.071,8.378,0.132,-0.132,437.5,12.6,-12.6,3.38,0.59,-0.53,610,,,32.74,14.62,-10.68,40.2,6309,75,-82,4.154,0.132,-0.12,1.614,0.282,-0.254,290.66852,40.39772,14.171
5269467,CONFIRMED,CANDIDATE,0.991,33.8677783,0.0001667,-0.0001667,137.51532,0.00411,-0.00411,2454970.515,0.00411,-0.00411,0.787,0.146,-0.577,3.72,0.127,-0.127,894.8,43.2,-43.2,2.31,0.14,-0.2,394,,,5.69,1.54,-1.48,23.8,4564,134,-134,4.593,0.052,-0.024,0.691,0.044,-0.06,290.10654,40.490662,15.81
11764462,CONFIRMED,CANDIDATE,1,5.69919592,1.367E-05,-1.367E-05,136.58738,0.00199,-0.00199,2454969.587,0.00199,-0.00199,0.007,0.444,-0.007,2.3906,0.0603,-0.0603,159.4,5.3,-5.3,1.16,0.16,-0.07,964,,,204.18,78.82,-37.05,35.3,5646,101,-113,4.493,0.04,-0.112,0.932,0.127,-0.054,292.58444,49.923161,13.069
11656246,CONFIRMED,CANDIDATE,0.997,18.11473813,5.25E-05,-5.25E-05,147.4904,0.00254,-0.00254,2454980.49,0.00254,-0.00254,0.896,0.024,-0.604,5.2706,0.0702,-0.0702,241.5,5.3,-5.3,2.49,0.45,-0.36,830,,,112.43,55.53,-37.45,51.3,6109,110,-134,4.247,0.12,-0.12,1.36,0.244,-0.199,288.66156,49.737209,12.841
7808587,CONFIRMED,CANDIDATE,1,6.24145791,2.193E-05,-2.193E-05,134.88892,0.00297,-0.00297,2454967.889,0.00297,-0.00297,0.029,0.409,-0.029,3.0998,0.0738,-0.0738,163.7,6.2,-6.2,1.6,0.26,-0.27,1111,,,360.09,155.25,-122.07,30.8,5810,79,-79,4.25,0.156,-0.104,1.259,0.207,-0.207,286.27176,43.59523,13.939
4741126,CONFIRMED,CANDIDATE,1,20.4222447,0.000108,-0.000108,146.9837,0.00423,-0.00423,2454979.984,0.00423,-0.00423,0.059,0.359,-0.059,6.22,0.119,-0.119,189.3,5.8,-5.8,1.78,0.31,-0.25,785,,,89.74,42.9,-29.27,34.7,6119,110,-135,4.274,0.115,-0.115,1.299,0.225,-0.184,290.09082,39.81699,13.47
5301750,CONFIRMED,CANDIDATE,0.998,8.72585478,2.992E-05,-2.992E-05,138.76838,0.00287,-0.00287,2454971.768,0.00287,-0.00287,0.911,0.004,-0.63,4.473,0.0658,-0.0658,446.7,12.8,-12.8,2.86,0.45,-0.4,985,,,222.19,98.84,-71.67,37.7,6036,120,-132,4.326,0.12,-0.12,1.131,0.176,-0.158,298.25204,40.496078,14.764
5301750,CONFIRMED,CANDIDATE,1,12.88291395,6.888E-05,-6.888E-05,135.18736,0.00424,-0.00424,2454968.187,0.00424,-0.00424,0.962,0.048,-0.565,5.676,0.59,-0.59,460.5,18.9,-18.9,3.15,0.49,-0.44,865,,,132.23,58.83,-42.65,33.6,6036,120,-132,4.326,0.12,-0.12,1.131,0.176,-0.158,298.25204,40.496078,14.764
5301750,CONFIRMED,CANDIDATE,1,27.4345973,0.0001317,-0.0001317,145.12322,0.00369,-0.00369,2454978.123,0.00369,-0.00369,0.603,0.022,-0.462,5.038,0.121,-0.121,472.6,19.4,-19.4,2.56,0.4,-0.35,672,,,48.29,21.48,-15.58,25.3,6036,120,-132,4.326,0.12,-0.12,1.131,0.176,-0.158,298.25204,40.496078,14.764
5301750,CONFIRMED,CANDIDATE,0.996,4.22453631,2.22E-05,-2.22E-05,135.42908,0.00388,-0.00388,2454968.429,0.00388,-0.00388,0.823,0.125,-0.563,3.128,0.119,-0.119,159.1,10.3,-10.3,1.6,0.25,-0.23,1254,,,584.24,259.9,-188.44,16.7,6036,120,-132,4.326,0.12,-0.12,1.131,0.176,-0.158,298.25204,40.496078,14.764
5301750,CONFIRMED,CANDIDATE,0.996,44.5520266,0.0004531,-0.0004531,160.29386,0.00744,-0.00744,2454993.294,0.00744,-0.00744,0.689,0.253,-0.454,6,0.212,-0.212,362.1,22.5,-22.5,2.29,0.35,-0.32,572,,,25.3,11.25,-8.16,16.7,6036,120,-132,4.326,0.12,-0.12,1.131,0.176,-0.158,298.25204,40.496078,14.764
5526717,CONFIRMED,CANDIDATE,0.994,52.069002,0.0001959,-0.0001959,178.15525,0.00284,-0.00284,2455011.155,0.00284,-0.00284,0.275,0.18,-0.275,3.0089,0.0887,-0.0887,558.3,23.3,-23.3,2.92,0.42,-0.52,524,,,17.76,6.75,-6.4,25.6,5565,75,-83,4.251,0.149,-0.108,1.246,0.179,-0.219,289.67935,40.700459,14.279
5972334,CONFIRMED,CANDIDATE,0.996,2.418406841,2.472E-06,-2.472E-06,132.505587,0.000864,-0.000864,2454965.506,0.000864,-0.000864,0.018,0.439,-0.018,2.0744,0.0311,-0.0311,665.4,10.9,-10.9,2.25,0.23,-0.17,1226,,,535.84,167.62,-113.31,69.1,5422,108,-108,4.484,0.063,-0.077,0.887,0.09,-0.067,295.28723,41.221958,14.991
6034945,CONFIRMED,CANDIDATE,0.997,9.11500269,5.079E-05,-5.079E-05,133.97523,0.00469,-0.00469,2454966.975,0.00469,-0.00469,0.675,0.009,-0.519,4.558,0.121,-0.121,268.3,14.1,-14.1,1.78,0.56,-0.23,906,,,159.34,145.26,-54.55,21.7,5962,160,-195,4.431,0.07,-0.21,1.028,0.32,-0.137,289.38351,41.392689,14.63
8692861,CONFIRMED,CANDIDATE,1,13.7223682,1.822E-05,-1.822E-05,137.84083,0.00112,-0.00112,2454970.841,0.00112,-0.00112,0.009,0.359,-0.009,5.1231,0.0357,-0.0357,571.1,6.5,-6.5,2.23,0.28,-0.27,746,,,73.16,26.92,-20.94,97.9,5637,113,-101,4.399,0.132,-0.088,0.943,0.117,-0.117,293.26093,44.868889,13.749
9480310,CONFIRMED,CANDIDATE,1,15.43400996,3.693E-05,-3.693E-05,363.29494,0.00159,-0.00159,2455196.295,0.00159,-0.00159,0.707,0.005,-0.52,4.2572,0.0764,-0.0764,1785.9,34.9,-34.9,4.3,1.27,-0.43,721,,,63.79,55.86,-19.48,59.7,5900,164,-226,4.509,0.037,-0.213,0.951,0.282,-0.094,297.35233,46.09594,15.703
4741126,CONFIRMED,CANDIDATE,0.993,7.63846084,5.425E-05,-5.425E-05,138.24557,0.00582,-0.00582,2454971.246,0.00582,-0.00582,0.405,0.045,-0.405,3.957,0.162,-0.162,71.7,4.7,-4.7,1.12,0.19,-0.16,1089,,,333.3,159.35,-108.7,16.6,6119,110,-135,4.274,0.115,-0.115,1.299,0.225,-0.184,290.09082,39.81699,13.47
11669125,CONFIRMED,CANDIDATE,0.956,70.6981724,0.0003535,-0.0003535,188.56795,0.00403,-0.00403,2455021.568,0.00403,-0.00403,0.026,0.4,-0.026,6.632,0.104,-0.104,357.7,11,-11,1.63,0.22,-0.1,417,,,7.11,2.75,-1.28,37.7,5811,104,-116,4.536,0.03,-0.113,0.866,0.118,-0.05,295.52121,49.738628,13.046
12159249,CONFIRMED,CANDIDATE,1,3.74443645,1.45E-05,-1.45E-05,133.55997,0.00308,-0.00308,2454966.56,0.00308,-0.00308,0.169,0.3,-0.169,2.9191,0.0876,-0.0876,73.3,3.4,-3.4,1.1,0.18,-0.17,1328,,,736.89,338.3,-247.13,25.4,5876,104,-116,4.269,0.125,-0.112,1.293,0.215,-0.196,291.46732,50.75948,12.71
5542466,CONFIRMED,CANDIDATE,0.903,2.35574505,1.021E-05,-1.021E-05,177.88824,0.00323,-0.00323,2455010.888,0.00323,-0.00323,0.5,0.023,-0.458,1.796,0.115,-0.115,266.9,18,-18,1.34,0.04,-0.1,1093,,,338.4,46.37,-66.96,17,4915,78,-88,4.512,0.072,-0.022,0.812,0.027,-0.058,294.36487,40.720879,15.674
10028140,CONFIRMED,CANDIDATE,1,19.65639342,6.986E-05,-6.986E-05,140.29937,0.00266,-0.00266,2454973.299,0.00266,-0.00266,0.955,0.004,-0.664,3.226,0.215,-0.215,843.2,37.3,-37.3,2.83,0.43,-0.22,549,,,21.5,10.59,-5.23,25.5,5288,159,-143,4.613,0.036,-0.09,0.74,0.112,-0.06,297.73984,46.94191,15.372
6049190,CONFIRMED,CANDIDATE,0.365,70.468171,0.000268,-0.000268,189.15822,0.00345,-0.00345,2455022.158,0.00345,-0.00345,0.031,0.433,-0.031,6.653,0.12,-0.12,922.4,23.9,-23.9,3.46,1.11,-0.37,511,,,16.17,14.92,-4.98,45,6461,158,-225,4.396,0.067,-0.202,1.131,0.363,-0.121,293.87988,41.393822,14.811
6198999,CONFIRMED,CANDIDATE,1,3.93246069,1.036E-05,-1.036E-05,132.55435,0.00235,-0.00235,2454965.554,0.00235,-0.00235,0.416,0.042,-0.412,2.1763,0.0742,-0.0742,455.5,17.6,-17.6,1.65,0.1,-0.16,894,,,151.31,40.89,-40.08,30.6,4841,144,-129,4.533,0.072,-0.044,0.779,0.049,-0.074,289.92072,41.542831,15.32
6310636,CONFIRMED,CANDIDATE,1,0.921030497,2.992E-06,-2.992E-06,132.03171,0.00264,-0.00264,2454965.032,0.00264,-0.00264,0.025,0.41,-0.025,2.6077,0.079,-0.079,101.5,4.3,-4.3,1.62,0.25,-0.35,2362,,,7380.64,3027.37,-3065.21,27,5843,79,-79,4.069,0.182,-0.084,1.615,0.252,-0.346,298.48111,41.615341,14.542
6616218,CONFIRMED,CANDIDATE,1,5.960400011,4.39E-06,-4.39E-06,137.265171,0.000636,-0.000636,2454970.265,0.000636,-0.000636,0.8,0.077,-0.553,2.8617,0.0441,-0.0441,828.3,7.3,-7.3,2.85,0.33,-0.12,890,,,148.26,50.61,-22.66,126.1,5418,98,-108,4.534,0.024,-0.102,0.886,0.104,-0.037,294.6741,42.075581,12.557
7761545,CONFIRMED,CANDIDATE,0.936,85.3514875,0.0001029,-0.0001029,161.007608,0.000939,-0.000939,2454994.008,0.000939,-0.000939,0.052,0.227,-0.052,6.7504,0.0404,-0.0404,4674.7,36.6,-36.6,6.31,0.86,-0.36,390,,,5.44,1.96,-0.89,142.8,5584,75,-83,4.478,0.045,-0.113,0.938,0.127,-0.054,294.63239,43.400471,15.061
12365184,CONFIRMED,CANDIDATE,0.985,69.72646639,2.38E-05,-2.38E-05,196.093243,0.000276,-0.000276,2455029.093,0.000276,-0.000276,0.019,0.149,-0.019,3.7177,0.0108,-0.0108,4491.2,17.4,-17.4,11.65,2.12,-2.12,613,,,33.3,15.5,-12.14,300.7,6430,77,-83,4.107,0.149,-0.122,1.731,0.315,-0.315,295.41788,51.184761,13.005
4770365,CONFIRMED,CANDIDATE,1,1.609321941,3.044E-06,-3.044E-06,178.94178,0.00158,-0.00158,2455011.942,0.00158,-0.00158,0.016,0.463,-0.016,1.6067,0.0505,-0.0505,728.5,24.4,-24.4,1.57,0.07,-0.08,958,,,199.28,36.07,-33.23,35.3,4224,84,-84,4.662,0.025,-0.02,0.603,0.027,-0.03,297.43039,39.847839,15.937
4770365,CONFIRMED,CANDIDATE,0.975,9.51220046,3.21E-05,-3.21E-05,185.47893,0.00296,-0.00296,2455018.479,0.00296,-0.00296,0.133,0.337,-0.133,2.9497,0.0837,-0.0837,1169.4,40.2,-40.2,1.99,0.08,-0.1,530,,,18.66,3.38,-3.11,31.9,4224,84,-84,4.662,0.025,-0.02,0.603,0.027,-0.03,297.43039,39.847839,15.937
